epoch,step_num,score,agent_lr,agent_er,ma_loss,time
139.0,38.0,5.0,2.473386858938682e-05,0.001,0.011995255743386224,13.764390707015991
140.0,61.0,5.0,2.448652990349295e-05,0.001,0.009950011095497757,21.851284742355347
141.0,39.0,5.0,2.424166460445802e-05,0.001,0.01128322831937112,14.397758483886719
142.0,53.0,5.0,2.399924795841344e-05,0.001,0.01050636540458072,18.63272500038147
143.0,70.0,5.0,2.3759255478829302e-05,0.001,0.010631693236064166,24.64806079864502
144.0,42.0,5.0,2.3521662924041014e-05,0.001,0.009256841512979008,14.75914454460144
145.0,31.0,5.0,2.3286446294800602e-05,0.001,0.012239930336363614,10.890406847000122
146.0,62.0,5.0,2.3053581831852596e-05,0.001,0.011665112135233358,21.071471214294434
147.0,69.0,5.0,2.282304601353407e-05,0.001,0.01027766651532147,23.51941967010498
148.0,51.0,5.0,2.259481555339873e-05,0.001,0.00954169796750648,17.246119022369385
149.0,44.0,5.0,2.236886739786474e-05,0.001,0.010805399659147952,14.871514797210693
150.0,47.0,5.0,2.2145178723886092e-05,0.001,0.010016384985647164,16.08612608909607
151.0,54.0,5.0,2.1923726936647233e-05,0.001,0.01104734635737259,19.744882822036743
152.0,34.0,5.0,2.1704489667280757e-05,0.001,0.011913229245692492,12.10078740119934
153.0,59.0,5.0,2.148744477060795e-05,0.001,0.011927275598281994,20.94977045059204
154.0,32.0,5.0,2.1272570322901873e-05,0.001,0.010119160928297788,11.302552223205566
155.0,45.0,5.0,2.1059844619672853e-05,0.001,0.011553082345926668,15.592404127120972
156.0,43.0,5.0,2.0849246173476125e-05,0.001,0.011172442842507735,15.002923965454102
157.0,28.0,5.0,2.064075371174136e-05,0.001,0.012086386865121312,9.637718439102173
158.0,42.0,5.0,2.043434617462395e-05,0.001,0.011031493166228756,14.588662385940552
159.0,38.0,5.0,2.023000271287771e-05,0.001,0.012133540672948584,13.160778522491455
160.0,39.0,5.0,2.002770268574893e-05,0.001,0.012453257586457767,13.419058799743652
161.0,43.0,5.0,1.9827425658891444e-05,0.001,0.01224740469479002,14.971593618392944
162.0,34.0,5.0,1.9629151402302528e-05,0.001,0.013005763685214333,11.657767057418823
163.0,43.0,5.0,1.9432859888279504e-05,0.001,0.011634841474005952,14.920608282089233
164.0,33.0,5.0,1.9238531289396708e-05,0.001,0.012016519918688573,11.342055559158325
165.0,35.0,5.0,1.904614597650274e-05,0.001,0.012799494375940412,12.142884492874146
166.0,38.0,5.0,1.885568451673771e-05,0.001,0.013176500578993,12.980717182159424
167.0,60.0,5.0,1.8667127671570337e-05,0.001,0.011372039603884332,20.217798709869385
168.0,46.0,5.0,1.848045639485463e-05,0.001,0.012168096160166897,16.044806003570557
169.0,39.0,5.0,1.8295651830906085e-05,0.001,0.012978956059669144,15.108912467956543
170.0,35.0,5.0,1.8112695312597025e-05,0.001,0.013739733418333344,14.341723203659058
171.0,38.0,5.0,1.7931568359471054e-05,0.001,0.012262678268598393,14.076702356338501
172.0,36.0,5.0,1.7752252675876345e-05,0.001,0.01341625586792361,13.194605827331543
173.0,97.0,5.0,1.757473014911758e-05,0.001,0.012433159223292023,35.1651086807251
174.0,34.0,5.0,1.7398982847626404e-05,0.001,0.012919984226755332,12.103565692901611
175.0,36.0,5.0,1.722499301915014e-05,0.001,0.012949860632943455,14.302605390548706
176.0,35.0,5.0,1.7052743088958637e-05,0.001,0.012316642227233388,12.78988265991211
177.0,84.0,5.0,1.688221565806905e-05,0.001,0.012467879831092432,29.820659399032593
178.0,42.0,5.0,1.6713393501488363e-05,0.001,0.013603249492007308,14.608496904373169
179.0,32.0,5.0,1.6546259566473476e-05,0.001,0.012531030792160891,11.064789295196533
180.0,36.0,5.0,1.6380796970808743e-05,0.001,0.012804290832718834,12.622570037841797
181.0,48.0,5.0,1.6216989001100656e-05,0.001,0.014562946365913376,16.71896743774414
182.0,31.0,5.0,1.6054819111089648e-05,0.001,0.014117035127128474,10.8497314453125
183.0,45.0,5.0,1.5894270919978753e-05,0.001,0.014089537551626563,15.702836036682129
184.0,41.0,5.0,1.5735328210778963e-05,0.001,0.01216857967665419,14.186602354049683
185.0,36.0,5.0,1.5577974928671173e-05,0.001,0.013809187119477428,12.518992900848389
186.0,65.0,5.0,1.542219517938446e-05,0.001,0.013101688848109916,26.381689310073853
187.0,40.0,5.0,1.5267973227590617e-05,0.001,0.013354972586967051,15.796374797821045
188.0,62.0,5.0,1.5115293495314711e-05,0.001,0.012431799346813932,27.019254207611084
189.0,52.0,5.0,1.4964140560361564e-05,0.001,0.012985661014681682,19.690205574035645
190.0,62.0,5.0,1.4814499154757947e-05,0.001,0.013246965550933965,21.422350883483887
191.0,43.0,5.0,1.4666354163210369e-05,0.001,0.01350955771340523,14.741414308547974
192.0,35.0,5.0,1.4519690621578264e-05,0.001,0.012171138921985403,12.343822002410889
193.0,51.0,5.0,1.437449371536248e-05,0.001,0.011957164941122755,17.308769464492798
194.0,34.0,5.0,1.4230748778208858e-05,0.001,0.011959311057580635,11.725842952728271
195.0,38.0,5.0,1.4088441290426768e-05,0.001,0.012070241398760118,13.045443534851074
196.0,39.0,5.0,1.39475568775225e-05,0.001,0.013665058591868728,13.546838760375977
197.0,55.0,5.0,1.3808081308747276e-05,0.001,0.012600546309840865,19.368387460708618
198.0,48.0,5.0,1.36700004956598e-05,0.001,0.013491231627995148,16.8327534198761
199.0,43.0,5.0,1.3533300490703205e-05,0.001,0.013413162538199686,14.762789964675903
200.0,35.0,5.0,1.3397967485796173e-05,0.001,0.013734013336943462,12.309996604919434
201.0,39.0,5.0,1.326398781093821e-05,0.001,0.012215068432851695,13.48371696472168
202.0,66.0,5.0,1.3131347932828827e-05,0.001,0.01359321502968669,24.657022714614868
203.0,43.0,5.0,1.300003445350054e-05,0.001,0.015193121769698337,16.025792837142944
204.0,45.0,5.0,1.2870034108965534e-05,0.001,0.013852210773620754,16.185389041900635
205.0,51.0,5.0,1.274133376787588e-05,0.001,0.01263182601542212,18.493612051010132
206.0,42.0,5.0,1.2613920430197118e-05,0.001,0.013049274130025879,15.019243717193604
207.0,60.0,5.0,1.2487781225895148e-05,0.001,0.0125191006300156,21.83597230911255
208.0,43.0,5.0,1.2362903413636197e-05,0.001,0.013031914961175062,15.263785600662231
209.0,32.0,5.0,1.2239274379499834e-05,0.001,0.01433746267866809,11.422802925109863
210.0,37.0,5.0,1.2116881635704836e-05,0.001,0.012897973880171776,13.03296160697937
211.0,38.0,5.0,1.1995712819347788e-05,0.001,0.012801954842871055,13.329325199127197
212.0,39.0,5.0,1.187575569115431e-05,0.001,0.013294241478433833,13.690176725387573
213.0,40.0,5.0,1.1756998134242766e-05,0.001,0.012190664507215843,13.957096099853516
214.0,38.0,5.0,1.1639428152900339e-05,0.001,0.011926073959330097,13.25236439704895
215.0,41.0,5.0,1.1523033871371334e-05,0.001,0.012807219929527491,14.55768370628357
216.0,34.0,5.0,1.140780353265762e-05,0.001,0.01244348453474231,11.833413362503052
217.0,39.0,5.0,1.1293725497331045e-05,0.001,0.013167808428988792,13.54461145401001
218.0,75.0,5.0,1.1180788242357734e-05,0.001,0.01433410648314748,26.959617853164673
219.0,45.0,5.0,1.1068980359934158e-05,0.001,0.012315667016082443,17.021668195724487
220.0,67.0,5.0,1.0958290556334817e-05,0.001,0.011178313892742153,24.754659175872803
221.0,42.0,5.0,1.0848707650771467e-05,0.001,0.013872020375856664,15.749706029891968
222.0,46.0,5.0,1.0740220574263753e-05,0.001,0.012139318947447464,16.78052520751953
223.0,42.0,5.0,1.0632818368521115e-05,0.001,0.012899685811134987,15.043903589248657
224.0,40.0,5.0,1.0526490184835904e-05,0.001,0.01238751619530376,15.760034322738647
225.0,29.0,5.0,1.0421225282987544e-05,0.001,0.013581037666881457,11.274211406707764
226.0,45.0,5.0,1.031701303015767e-05,0.001,0.012134324759244919,16.023858547210693
227.0,29.0,5.0,1.0213842899856092e-05,0.001,0.012058813852490857,10.308921575546265
228.0,34.0,5.0,1.0111704470857532e-05,0.001,0.01360825850861147,12.194791078567505
229.0,45.0,5.0,1.0010587426148955e-05,0.001,0.014210956389433704,15.998018026351929
230.0,39.0,5.0,9.910481551887467e-06,0.001,0.013480479916324839,13.831041097640991
231.0,43.0,5.0,9.81137673636859e-06,0.001,0.011907267675269395,15.368320226669312
232.0,40.0,5.0,9.713262969004906e-06,0.001,0.012428074041963555,13.898550033569336
233.0,40.0,5.0,9.616130339314856e-06,0.001,0.011884919382282533,14.096101760864258
234.0,37.0,5.0,9.519969035921707e-06,0.001,0.012820137999369763,12.984697818756104
235.0,33.0,5.0,9.424769345562492e-06,0.001,0.011852785435621627,11.525718212127686
236.0,41.0,5.0,9.330521652106867e-06,0.001,0.01116797752911225,15.44413137435913
237.0,45.0,5.0,9.237216435585796e-06,0.001,0.013054090159130283,16.64656949043274
238.0,37.0,5.0,9.144844271229938e-06,0.001,0.012481234123697504,13.571595191955566
239.0,56.0,5.0,9.05339582851764e-06,0.001,0.013409805978881195,20.685806035995483
240.0,76.0,5.0,8.962861870232463e-06,0.001,0.01186343704466708,27.905282974243164
241.0,47.0,5.0,8.873233251530139e-06,0.001,0.011775650964409579,17.693048238754272
242.0,43.0,5.0,8.784500919014836e-06,0.001,0.013354234179132618,15.690186023712158
243.0,30.0,5.0,8.696655909824688e-06,0.001,0.012085486989235505,10.653586864471436
244.0,53.0,5.0,8.609689350726441e-06,0.001,0.011283974483376369,18.919667720794678
245.0,49.0,5.0,8.523592457219177e-06,0.001,0.013051033281954005,17.607345581054688
246.0,50.0,5.0,8.438356532646986e-06,0.001,0.012090605378034525,17.839818716049194
247.0,53.0,5.0,8.353972967320516e-06,0.001,0.014161547675030306,18.87962818145752
248.0,40.0,5.0,8.27043323764731e-06,0.001,0.012553955137263983,14.246992349624634
249.0,36.0,5.0,8.187728905270836e-06,0.001,0.012261732525075786,12.47795557975769
250.0,46.0,5.0,8.105851616218128e-06,0.001,0.011439475245424546,16.090325117111206
251.0,51.0,5.0,8.024793100055947e-06,0.001,0.011233185054152273,17.907320976257324
252.0,47.0,5.0,7.944545169055387e-06,0.001,0.01144142659904901,17.735271453857422
253.0,34.0,5.0,7.865099717364833e-06,0.001,0.013767847034614533,13.152378559112549
254.0,48.0,5.0,7.786448720191185e-06,0.001,0.012790911219781265,18.43028497695923
255.0,28.0,5.0,7.708584232989272e-06,0.001,0.012675010555540211,10.764546155929565
256.0,36.0,5.0,7.63149839065938e-06,0.001,0.012453886170987971,13.839611053466797
257.0,47.0,5.0,7.555183406752786e-06,0.001,0.011210264987312257,17.66903829574585
258.0,39.0,5.0,7.479631572685258e-06,0.001,0.01134579815698089,14.831899404525757
259.0,57.0,5.0,7.4048352569584066e-06,0.001,0.012050971330609173,21.15478277206421
260.0,42.0,5.0,7.330786904388821e-06,0.001,0.011601459336816333,15.714913606643677
261.0,49.0,5.0,7.257479035344933e-06,0.001,0.012990647403057665,17.8777916431427
262.0,40.0,5.0,7.1849042449914836e-06,0.001,0.011942247379920445,14.554410219192505
263.0,39.0,5.0,7.113055202541569e-06,0.001,0.01123689925589133,13.920826196670532
264.0,36.0,5.0,7.041924650516153e-06,0.001,0.01210435846587643,12.963746309280396
265.0,40.0,5.0,6.971505404010992e-06,0.001,0.013436185516184196,14.34369158744812
266.0,44.0,5.0,6.901790349970881e-06,0.001,0.012588012490596157,15.247320413589478
267.0,30.0,5.0,6.8327724464711725e-06,0.001,0.012523201367002912,10.450669527053833
268.0,33.0,5.0,6.7644447220064605e-06,0.001,0.014629494660766795,11.320780277252197
269.0,33.0,5.0,6.696800274786396e-06,0.001,0.013389092142460868,11.135697603225708
270.0,64.0,5.0,6.629832272038531e-06,0.001,0.012597127148183063,23.075345754623413
271.0,42.0,5.0,6.563533949318147e-06,0.001,0.013643017213325948,15.673584222793579
272.0,88.0,5.0,6.497898609824965e-06,0.001,0.012107521382858977,33.033674478530884
273.0,33.0,5.0,6.432919623726716e-06,0.001,0.01292799788643606,12.260839939117432
274.0,39.0,5.0,6.368590427489449e-06,0.001,0.011955565511016175,14.59608769416809
275.0,44.0,5.0,6.304904523214554e-06,0.001,0.01235575032478664,16.235579013824463
276.0,62.0,5.0,6.241855477982409e-06,0.001,0.012623899237951264,22.750572443008423
277.0,57.0,5.0,6.179436923202584e-06,0.001,0.013195047213230282,20.447266578674316
278.0,46.0,5.0,6.1176425539705585e-06,0.001,0.011166820142534561,16.617483139038086
279.0,43.0,5.0,6.056466128430853e-06,0.001,0.013280981569550931,15.051408767700195
280.0,40.0,5.0,5.995901467146544e-06,0.001,0.01168719153793063,13.933323621749878
281.0,44.0,5.0,5.935942452475079e-06,0.001,0.012638839514693245,16.24930691719055
282.0,43.0,5.0,5.876583027950328e-06,0.001,0.01167457809788175,14.822013139724731
283.0,42.0,5.0,5.817817197670825e-06,0.001,0.011501164030050859,14.60184097290039
284.0,30.0,5.0,5.759639025694117e-06,0.001,0.012608873927092645,10.4505033493042
285.0,61.0,5.0,5.702042635437175e-06,0.001,0.0119958417781163,21.643028259277344
286.0,41.0,5.0,5.645022209082803e-06,0.001,0.013339678102056496,16.148123025894165
287.0,37.0,5.0,5.588571986991975e-06,0.001,0.012356732448097318,14.18388819694519
288.0,78.0,5.0,5.532686267122055e-06,0.001,0.012779116543242708,29.535613775253296
289.0,42.0,5.0,5.477359404450835e-06,0.001,0.013699687347980216,16.033607482910156
290.0,42.0,5.0,5.422585810406326e-06,0.001,0.012524026969913393,15.619838237762451
291.0,30.0,5.0,5.368359952302263e-06,0.001,0.011440171365393326,11.335631847381592
292.0,28.0,5.0,5.3146763527792406e-06,0.001,0.011941504541027825,10.426725387573242
293.0,54.0,5.0,5.261529589251448e-06,0.001,0.012494430535298306,20.412554025650024
294.0,36.0,5.0,5.208914293358933e-06,0.001,0.013340800724108703,13.767544031143188
295.0,42.0,5.0,5.156825150425345e-06,0.001,0.012182773309177719,15.552634239196777
296.0,35.0,5.0,5.10525689892109e-06,0.001,0.013683126133400947,12.885088920593262
297.0,47.0,5.0,5.05420432993188e-06,0.001,0.011915736497030593,18.921568155288696
298.0,48.0,5.0,5.003662286632561e-06,0.001,0.011965352823608555,17.341410875320435
299.0,44.0,5.0,4.953625663766235e-06,0.001,0.014118369959760457,15.638287544250488
